DocEntry,DocNum,CardCode,NumAtCard,DocDate,DocDueDate,DocStatus,Cancelled,Comments,SlpCode,CreateDate,UpdateDate
1272,1272,C00069,,2022-01-03,2022-01-19,O,N,Pedido complementar,16,2022-01-03,2022-01-18
1273,1273,C00005,,2025-04-30,2025-05-17,C,Y,,13,2025-04-30,2025-05-15
1274,1274,C00032,ARCO-2025-00263,2024-05-03,2024-07-12,C,N,,14,2024-05-03,2024-05-18
1275,1275,C00018,ARCO-2024-00264,2024-10-30,2024-12-18,C,N,Pedido complementar,11,2024-10-30,2024-11-21
1276,1276,C00223,ARCO-2023-00156,2024-04-18,2024-05-25,C,N,,21,2024-04-18,2024-05-15
1277,1277,C00244,,2025-10-10,2025-11-28,C,N,Urgente,9,2025-10-10,2025-10-14
1278,1278,C00219,ARCO-2025-00185,2022-07-03,2022-09-21,O,N,Urgente,10,2022-07-03,2022-07-21
1279,1279,C00139,ARCO-2022-00296,2022-03-24,2022-05-02,C,N,,1,2022-03-24,2022-04-17
1280,1280,C00077,ARCO-2023-00224,2024-03-24,2024-05-06,O,N,Pedido complementar,17,2024-03-24,2024-04-05
1281,1281,C00131,ARCO-2025-00191,2023-04-02,2023-05-17,O,N,Pedido complementar,19,2023-04-02,2023-04-26
1282,1282,C00017,,2024-08-03,2024-09-20,O,N,,10,2024-08-03,2024-08-13
1283,1283,C00045,arco-2023-00176,2023-07-11,2023-09-23,C,N,,21,2023-07-11,2023-07-14
1284,1284,C00065,ARCO-2025-00286,2025-07-20,2025-10-16,C,N,,17,2025-07-20,2025-08-12
1285,1285,C00184,,2023-03-06,2023-05-11,C,N,,23,2023-03-06,2023-03-12
1286,1286,C00070,ARCO-2025-00119,2023-06-13,2023-07-14,O,N,,10,2023-06-13,2023-07-05
1287,1287,C00205,ARCO-2023-00267,2022-10-14,2022-11-26,C,N,,6,2022-10-14,2022-10-24
1288,1288,C00107,ARCO-2023-00120,2024-08-23,2024-09-13,O,N,Reposição,19,2024-08-23,2024-09-01
1289,1289,C00073,ARCO-2024-00129,2022-03-11,2022-04-21,C,Y,,23,2022-03-11,2022-03-17
1290,1290,C00120,,2023-02-07,2023-03-09,C,N,Reposição,13,2023-02-07,2023-02-13
1291,1291,C00144,ARCO-2024-00325,2022-06-18,2022-07-19,C,N,Reposição,8,2022-06-18,2022-07-08
1292,1292,C00007,ARCO-2024-00113,2025-04-28,2025-07-19,C,N,Pedido complementar,5,2025-04-28,2025-05-19
1293,1293,C00059,ARCO-2025-00216,2024-02-29,2024-05-23,O,N,Pedido complementar,17,2024-02-29,2024-03-20
1294,1294,C00198,ARCO-2022-00362,2023-09-12,2023-10-15,O,N,Pedido complementar,4,2023-09-12,2023-10-04
1295,1295,C00114,ARCO-2025-00343,2023-08-16,2023-09-03,C,N,,15,2023-08-16,2023-09-05
1296,1296,C00231,ARCO-2025-00309,2024-12-20,2025-02-19,C,N,Pedido complementar,21,2024-12-20,2025-01-19
1297,1297,C00068,ARCO-2023-00285,2025-03-17,2025-04-05,O,N,Reposição,6,2025-03-17,2025-04-15
1298,1298,C00240,,2025-10-18,2026-01-07,O,N,,1,2025-10-18,2025-11-09
1299,1299,C00191, ARCO-2023-00085,2024-02-06,2024-05-05,C,N,,22,2024-02-06,2024-03-01
1300,1300,C00042,ARCO - 2022 - 00373,2022-01-24,2022-03-30,C,N,Pedido complementar,20,2022-01-24,2022-02-13
1301,1301,C00208,ARCO-2022-00019,2024-07-26,2024-09-07,C,N,Urgente,9,2024-07-26,2024-07-28
1302,1302,C00153,,2025-03-27,2025-06-18,C,N,Reposição,5,2025-03-27,2025-04-14
1303,1303,C00184,ARCO-2024-00046,2022-01-02,2022-02-15,C,N,,23,2022-01-02,2022-01-06
1304,1304,C00241,ARCO - 2025 - 00079,2025-03-05,2025-05-10,O,N,Urgente,23,2025-03-05,2025-03-14
1305,1305,C00106,ARCO-2023-00213,2025-05-21,2025-07-07,C,N,Reposição,24,2025-05-21,2025-05-30
1306,1306,C00004,ARCO-2023-00289,2023-08-09,2023-10-16,C,N,Pedido complementar,11,2023-08-09,2023-08-29
1307,1307,C00189,ARCO-2022-00241 ,2023-03-21,2023-04-09,O,N,,9,2023-03-21,2023-03-21
1308,1308,C00075,ARCO-2022-00240,2024-02-18,2024-04-21,O,N,,24,2024-02-18,2024-02-29
1309,1309,C00200,ARCO-2024-00237,2025-12-13,2026-01-20,O,N,,11,2025-12-13,2025-12-22
1310,1310,C00262,ARCO-2023-00289,2022-05-14,2022-07-22,C,Y,,11,2022-05-14,2022-06-01
1311,1311,C00064,ARCO-2022-00006,2024-11-29,2025-02-07,C,N,Pedido complementar,6,2024-11-29,2024-11-29
1312,1312,C00227,ARCO-2025-00079,2023-09-16,2023-11-27,C,N,Pedido complementar,9,2023-09-16,2023-10-08
1313,1313,C00102,ARCO-2024-00264,2024-01-14,2024-03-04,O,N,Urgente,18,2024-01-14,2024-02-08
1314,1314,C00030,,2025-06-16,2025-07-03,C,N,,25,2025-06-16,2025-07-15
1315,1315,C00213,ARCO-2025-00363,2024-01-20,2024-04-15,C,Y,,16,2024-01-20,2024-02-13
1316,1316,C00255,,2023-07-11,2023-09-17,C,N,,5,2023-07-11,2023-07-19
1317,1317,C00256,,2025-11-11,2025-12-25,C,N,Reposição,4,2025-11-11,2025-12-09
1318,1318,C00030,ARCO-2025-00365,2024-10-23,2025-01-19,O,N,Urgente,25,2024-10-23,2024-11-05
1319,1319,C00177,,2022-06-29,2022-09-22,O,N,,15,2022-06-29,2022-07-22
1320,1320,C00231,ARCO-2025-00304,2025-01-10,2025-03-30,O,N,,21,2025-01-10,2025-01-17
1321,1321,C00136,ARCO-2025-00311,2024-11-06,2024-12-31,C,N,,22,2024-11-06,2024-11-18
1322,1322,C00081,ARCo-2023-00030,2024-11-13,2025-02-09,C,N,Urgente,24,2024-11-13,2024-11-21
1323,1323,C00202,,2025-08-03,2025-09-08,C,N,,2,2025-08-03,2025-08-27
1324,1324,C00119,ARCO-2023-00271,2023-11-07,2023-12-14,O,N,,25,2023-11-07,2023-11-28
1325,1325,C00183,ARCO-2025-00121,2022-05-11,2022-05-26,C,N,,9,2022-05-11,2022-05-21
1326,1326,C00159,ARCO-2024-00149,2022-01-02,2022-02-24,C,N,,3,2022-01-02,2022-01-17
1327,1327,C00207,ARCO-2022-00142,2025-04-08,2025-05-08,O,N,,17,2025-04-08,2025-04-13
1328,1328,C00060,,2022-04-01,2022-05-16,C,N,Urgente,7,2022-04-01,2022-04-23
1329,1329,C00161,,2025-02-02,2025-04-10,C,N,Pedido complementar,20,2025-02-02,2025-02-04
1330,1330,C00023, ARCO-2023-00155,2025-05-18,2025-06-30,O,N,,3,2025-05-18,2025-06-14
1331,1331,C00213,ARCO-2023-00339,2022-07-25,2022-09-06,C,N,Pedido complementar,16,2022-07-25,2022-07-25
1332,1332,C00014,ARCO-2022-00174,2024-09-13,2024-10-22,C,Y,,7,2024-09-13,2024-09-15
1333,1333,C00095,,2023-12-26,2024-03-09,O,N,,20,2023-12-26,2024-01-24
1334,1334,C00192,ARCO-2023-00198,2025-09-01,2025-09-27,C,N,Reposição,16,2025-09-01,2025-09-25
1335,1335,C00060,ARCO-2024-00206,2024-02-05,2024-02-24,C,N,Reposição,7,2024-02-05,2024-02-08
1336,1336,C00114,,2025-03-26,2025-06-01,C,N,Reposição,15,2025-03-26,2025-04-08
1337,1337,C00256,ARCO-2024-00004,2025-08-07,2025-09-30,C,N,Reposição,4,2025-08-07,2025-09-03
1338,1338,C00105,ARCO-2025-00286,2024-01-19,2024-02-05,C,N,Pedido complementar,17,2024-01-19,2024-01-22
1339,1339,C00217,ARCO-2024-00303,2022-10-15,2022-11-08,O,N,,4,2022-10-15,2022-10-20
1340,1340,C00070,ARCo-2022-00136,2023-03-13,2023-05-28,O,N,Urgente,10,2023-03-13,2023-03-28
1341,1341,C00186,ARCO-2025-00179,2024-07-08,2024-08-24,C,Y,Urgente,23,2024-07-08,2024-07-11
1342,1342,C00035,ARCO-2023-00093,2022-09-26,2022-10-15,O,N,Urgente,22,2022-09-26,2022-10-14
1343,1343,C00190,,2024-05-29,2024-07-23,C,N,,4,2024-05-29,2024-06-01
1344,1344,C00061,ARCO-2023-00025,2022-05-10,2022-08-02,O,N,Pedido complementar,7,2022-05-10,2022-06-02
1345,1345,C00068,,2025-12-26,2026-02-08,C,N,,6,2025-12-26,2026-01-01
1346,1346,C00031,ARCO-2024-00183,2024-11-06,2025-01-23,C,N,,15,2024-11-06,2024-11-07
1347,1347,C00220,,2023-03-29,2023-04-27,C,N,,17,2023-03-29,2023-04-17
1348,1348,C00221,ARCO-2023-00353,2025-05-24,2025-06-21,O,N,Pedido complementar,17,2025-05-24,2025-06-05
1349,1349,C00056,ARCO-2023-00208,2022-04-10,2022-05-31,C,Y,,9,2022-04-10,2022-04-12
1350,1350,C00034,ARCO-2025-00026,2024-05-14,2024-05-29,C,N,,12,2024-05-14,2024-06-07
1351,1351,C00053,,2025-02-14,2025-03-02,C,N,Urgente,15,2025-02-14,2025-03-12
1352,1352,C00022,,2025-12-07,2025-12-31,C,N,,1,2025-12-07,2025-12-15
1353,1353,C00020,,2025-02-04,2025-03-21,C,N,,6,2025-02-04,2025-02-12
1354,1354,C00144,ARCO-2025-00181 ,2022-01-24,2022-04-24,C,N,Reposição,8,2022-01-24,2022-01-25
1355,1355,C00212,,2025-11-18,2026-01-30,C,N,Urgente,24,2025-11-18,2025-12-07
1356,1356,C00113,ARCO-2025-00327,2023-12-15,2024-03-12,O,N,,20,2023-12-15,2024-01-03
1357,1357,C00141,ARCO-2025-00074,2025-09-09,2025-09-26,C,N,Urgente,24,2025-09-09,2025-10-08
1358,1358,C00227,,2023-01-02,2023-02-26,O,N,Pedido complementar,9,2023-01-02,2023-01-19
1359,1359,C00148,ARCO-2023-00200,2025-05-14,2025-07-12,C,Y,Urgente,14,2025-05-14,2025-06-13
1360,1360,C00147,ARCO-2023-00269,2024-03-31,2024-04-30,C,N,Pedido complementar,4,2024-03-31,2024-04-22
1361,1361,C00193,,2023-10-18,2024-01-15,O,N,Pedido complementar,9,2023-10-18,2023-10-30
1362,1362,C00067,ARCO-2025-00229,2022-06-23,2022-07-23,C,N,Pedido complementar,18,2022-06-23,2022-07-10
1363,1363,C00205,ARCO-2023-00098,2024-12-05,2025-01-05,C,N,Urgente,6,2024-12-05,2025-01-02
1364,1364,C00212,ARCO - 2025 - 00024,2024-02-15,2024-03-21,C,N,Pedido complementar,24,2024-02-15,2024-02-24
1365,1365,C00023,ARCO-2025-00187,2024-10-15,2024-11-15,O,N,,3,2024-10-15,2024-10-25
1366,1366,C00076,ARCO-2025-00104,2023-12-01,2024-02-03,C,Y,,17,2023-12-01,2023-12-24
1367,1367,C00159,ARCO-2025-00033,2022-08-10,2022-10-10,O,N,,3,2022-08-10,2022-08-10
1368,1368,C00185,,2023-04-12,2023-06-08,O,N,,2,2023-04-12,2023-05-05
1369,1369,C00061,ARCO-2025-00191,2022-02-04,2022-04-02,C,N,Reposição,7,2022-02-04,2022-02-11
1370,1370,C00148,ARCo-2022-00125,2022-01-14,2022-02-08,O,N,Reposição,14,2022-01-14,2022-01-22
1371,1371,C00133,,2023-04-09,2023-05-07,C,N,Pedido complementar,14,2023-04-09,2023-05-04
1372,1372,C00039,ARCO-2023-00016,2025-01-07,2025-03-25,C,N,Pedido complementar,23,2025-01-07,2025-02-05
1373,1373,C00101,ARCO-2024-00326,2024-09-13,2024-12-12,C,N,,12,2024-09-13,2024-09-14
1374,1374,C00077,ARCO-2024-00059,2024-12-23,2025-01-25,O,N,Urgente,17,2024-12-23,2025-01-11
1375,1375,C00268,ARCO-2025-00056,2022-03-29,2022-06-24,C,N,,1,2022-03-29,2022-04-03
1376,1376,C00210,ARCO-2024-00238,2025-06-16,2025-08-25,O,N,,23,2025-06-16,2025-07-02
1377,1377,C00243,ARCO-2025-00145,2023-12-12,2024-01-12,C,N,Pedido complementar,19,2023-12-12,2023-12-21
1378,1378,C00261,ARCO-2025-00273 ,2025-07-07,2025-08-10,C,N,Pedido complementar,22,2025-07-07,2025-07-12
1379,1379,C00066,ARCO-2025-00104,2022-05-19,2022-08-01,C,N,,18,2022-05-19,2022-06-05
1380,1380,C00013,ARCO-2025-00128,2024-01-19,2024-03-03,C,N,,1,2024-01-19,2024-02-04
1381,1381,C00242,ARCO-2023-00135,2024-08-26,2024-11-04,C,N,Pedido complementar,19,2024-08-26,2024-08-27
1382,1382,C00066,ARCO-2024-00254,2025-12-18,2026-03-07,C,N,Pedido complementar,18,2025-12-18,2025-12-22
1383,1383,C00029,ARCO-2022-00161,2025-11-01,2025-12-13,C,N,Reposição,3,2025-11-01,2025-11-07
1384,1384,C00053,arco-2023-00364,2022-07-15,2022-08-03,C,N,Pedido complementar,15,2022-07-15,2022-08-12
1385,1385,C00043,ARCO-2023-00135,2025-07-25,2025-08-24,O,N,,3,2025-07-25,2025-08-02
1386,1386,C00147,ARCO-2024-00303,2025-05-08,2025-07-10,C,N,Urgente,4,2025-05-08,2025-05-17
1387,1387,C00139,,2023-03-14,2023-04-06,C,N,Urgente,1,2023-03-14,2023-03-17
1388,1388,C00063,ARCO-2023-00186,2023-05-13,2023-07-02,C,N,,21,2023-05-13,2023-06-01
1389,1389,C00222,,2024-08-15,2024-09-02,C,Y,,18,2024-08-15,2024-09-07
1390,1390,C00106,,2023-09-12,2023-10-25,C,N,Reposição,24,2023-09-12,2023-09-27
1391,1391,C00187,ARCO-2024-00278,2025-02-03,2025-04-11,O,N,Reposição,21,2025-02-03,2025-02-19
1392,1392,C00048,,2024-09-02,2024-11-21,C,N,Pedido complementar,9,2024-09-02,2024-10-01
1393,1393,C00067,ARCO-2022-00294,2024-10-19,2024-12-05,O,N,,18,2024-10-19,2024-11-04
1394,1394,C00066,ARCO-2022-00148,2022-04-03,2022-05-14,O,N,,18,2022-04-03,2022-04-08
1395,1395,C00118,,2023-10-21,2023-12-08,C,Y,Urgente,7,2023-10-21,2023-10-21
1396,1396,C00149,ARCO - 2025 - 00352,2024-12-11,2025-01-22,C,N,,2,2024-12-11,2024-12-25
1397,1397,C00242,ARCO-2025-00255,2024-07-29,2024-08-15,O,N,Urgente,19,2024-07-29,2024-08-25
1398,1398,C00181,ARCO-2024-00002,2024-07-09,2024-09-10,O,N,Reposição,10,2024-07-09,2024-08-05
1399,1399,C00080,ARCO-2023-00093,2025-08-13,2025-11-04,O,N,,13,2025-08-13,2025-09-09
1400,1400,C00261,ARCO-2023-00276,2025-02-11,2025-03-31,C,N,,22,2025-02-11,2025-03-05
1401,1401,C00111,ARCO-2023-00102,2023-09-06,2023-11-06,C,N,Urgente,5,2023-09-06,2023-09-24
1402,1402,C00086,ARCO-2022-00019,2024-04-01,2024-06-05,O,N,Reposição,19,2024-04-01,2024-04-12
1403,1403,C00119,ARCO-2025-00104,2023-06-26,2023-08-06,C,N,Pedido complementar,25,2023-06-26,2023-07-04
1404,1404,C00047,ARCO-2023-00267,2024-06-05,2024-08-03,O,N,,15,2024-06-05,2024-06-10
1405,1405,C00061,ARCO-2023-00200,2024-08-15,2024-11-09,O,N,Pedido complementar,7,2024-08-15,2024-08-15
1406,1406,C00158,ARCO-2022-00372,2024-02-10,2024-03-28,C,N,Pedido complementar,13,2024-02-10,2024-02-23
1407,1407,C00174,ARCO-2023-00186,2025-02-05,2025-04-08,C,N,,22,2025-02-05,2025-02-07
1408,1408,C00127,ARCO-2023-00102,2023-03-04,2023-05-10,O,N,Urgente,16,2023-03-04,2023-03-14
1409,1409,C00258,ARCO-2023-00205,2024-11-30,2025-02-16,C,N,Reposição,14,2024-11-30,2024-12-06
1410,1410,C00185,,2024-05-20,2024-06-13,O,N,,2,2024-05-20,2024-05-22
1411,1411,C00249,ARCO - 2023 - 00305,2023-03-27,2023-06-21,O,N,Pedido complementar,25,2023-03-27,2023-04-13
1412,1412,C00153,ARCO-2024-00252,2023-01-29,2023-03-10,C,N,Pedido complementar,5,2023-01-29,2023-02-23
1413,1413,C00254,,2022-08-24,2022-10-24,C,Y,,7,2022-08-24,2022-08-26
1414,1414,C00115,ARCO-2023-00172,2022-01-01,2022-02-24,C,N,,25,2022-01-01,2022-01-14
1415,1415,C00129,ARCO-2024-00081,2023-06-20,2023-09-17,C,Y,,1,2023-06-20,2023-07-17
1416,1416,C00202,ARCO-2022-00197,2023-05-28,2023-08-09,C,Y,Pedido complementar,2,2023-05-28,2023-06-22
1417,1417,C00046,ARCO-2022-00247,2025-09-16,2025-10-04,C,N,Reposição,10,2025-09-16,2025-09-28
1418,1418,C00237,ARCO-2025-00199,2022-03-16,2022-06-13,C,N,,2,2022-03-16,2022-04-09
1419,1419,C00100,ARCO-2023-00222,2025-10-13,2025-11-19,O,N,Urgente,25,2025-10-13,2025-10-31
1420,1420,C00225,,2023-07-01,2023-08-31,C,N,,13,2023-07-01,2023-07-22
1421,1421,C00187,ARCO-2025-00350,2023-02-05,2023-03-12,C,N,,21,2023-02-05,2023-02-08
1422,1422,C00172,ARCO-2025-00317 ,2025-10-16,2026-01-02,O,N,,4,2025-10-16,2025-11-08
1423,1423,C00212,ARCO-2022-00301,2023-11-28,2024-02-03,C,N,Reposição,24,2023-11-28,2023-12-25
1424,1424,C00216,,2022-03-13,2022-06-03,C,N,Urgente,18,2022-03-13,2022-03-19
1425,1425,C00178,ARCO-2024-00246,2025-04-25,2025-06-16,O,N,,6,2025-04-25,2025-05-22
1426,1426,C00211,ARCO-2025-00255 ,2023-02-16,2023-03-22,C,N,Urgente,25,2023-02-16,2023-03-09
1427,1427,C00218,,2023-12-20,2024-02-23,C,N,Reposição,9,2023-12-20,2024-01-03
1428,1428,C00199,ARCO-2023-00133,2025-07-20,2025-09-06,C,N,,19,2025-07-20,2025-07-31
1429,1429,C00123,ARCO-2025-00227,2023-10-17,2023-11-05,O,N,,17,2023-10-17,2023-10-24
1430,1430,C00227,ARCO-2023-00308,2025-02-19,2025-04-09,C,N,,9,2025-02-19,2025-03-19
1431,1431,C00117,ARCO-2023-00133,2022-02-25,2022-04-11,C,N,,4,2022-02-25,2022-03-05
1432,1432,C00017,,2024-09-14,2024-12-05,O,N,Reposição,10,2024-09-14,2024-09-20
1433,1433,C00102,ARCO-2025-00191,2025-04-03,2025-05-12,O,N,,18,2025-04-03,2025-04-10
1434,1434,C00209,ARCO-2023-00156,2024-12-10,2024-12-30,C,N,,12,2024-12-10,2024-12-25
1435,1435,C00114,ARCO-2022-00029,2023-07-17,2023-08-12,C,Y,Urgente,15,2023-07-17,2023-07-23
1436,1436,C00091,,2025-12-17,2026-02-02,O,N,,18,2025-12-17,2026-01-11
1437,1437,C00073,ARCO-2022-00265,2024-12-27,2025-03-09,C,N,,23,2024-12-27,2025-01-24
1438,1438,C00150,,2024-08-14,2024-10-03,C,N,Urgente,18,2024-08-14,2024-09-10
1439,1439,C00222,ARCO-2023-00127,2022-10-07,2022-12-23,O,N,Reposição,18,2022-10-07,2022-10-26
1440,1440,C00243,ARCO-2023-00172,2022-04-20,2022-07-17,C,N,,19,2022-04-20,2022-04-21
1441,1441,C00046,ARCO-2024-00322,2022-04-02,2022-06-17,C,N,Reposição,10,2022-04-02,2022-04-12
1442,1442,C00059,ARCO-2023-00266,2024-08-03,2024-10-17,C,N,,17,2024-08-03,2024-08-19
1443,1443,C00101,,2022-02-14,2022-04-24,O,N,,12,2022-02-14,2022-03-14
1444,1444,C00165,ARCO-2022-00336,2025-12-16,2026-03-01,C,N,,11,2025-12-16,2025-12-16
1445,1445,C00177,ARCO-2023-00329,2024-04-19,2024-05-08,O,N,,15,2024-04-19,2024-05-12
1446,1446,C00207,,2024-08-21,2024-10-17,C,N,,17,2024-08-21,2024-09-05
1447,1447,C00044,ARCO-2023-00359,2022-09-03,2022-10-08,C,N,Pedido complementar,2,2022-09-03,2022-09-15
1448,1448,C00049,,2025-03-13,2025-04-11,O,N,Urgente,25,2025-03-13,2025-03-21
1449,1449,C00187,ARCO-2024-00302,2023-09-02,2023-09-30,O,N,,21,2023-09-02,2023-09-17
1450,1450,C00211,,2024-07-02,2024-07-18,C,N,Reposição,25,2024-07-02,2024-07-26
1451,1451,C00006,ARCO-2022-00034,2025-07-10,2025-09-14,C,N,,10,2025-07-10,2025-08-05
1452,1452,C00219,ARCO-2024-00254 ,2024-12-16,2025-01-26,C,N,,10,2024-12-16,2024-12-30
1453,1453,C00138,ARCO-2023-00101,2023-04-12,2023-05-29,C,N,,24,2023-04-12,2023-04-26
1454,1454,C00110,ARCO-2023-00169,2025-11-14,2025-11-29,C,N,Reposição,18,2025-11-14,2025-11-18
1455,1455,C00246,ARCO-2023-00030,2023-01-23,2023-02-22,C,N,Reposição,20,2023-01-23,2023-01-30
1456,1456,C00200,,2023-06-09,2023-07-25,O,N,Pedido complementar,11,2023-06-09,2023-06-25
1457,1457,C00167,ARCO-2023-00258,2023-06-19,2023-08-07,O,N,Pedido complementar,22,2023-06-19,2023-07-07
1458,1458,C00162,,2025-04-18,2025-05-30,O,N,,8,2025-04-18,2025-05-08
1459,1459,C00018,ARCO-2025-00191,2025-12-31,2026-02-27,O,N,Reposição,11,2025-12-31,2026-01-24
1460,1460,C00028,ARCO-2023-00186,2025-08-22,2025-09-10,O,N,Reposição,5,2025-08-22,2025-09-12
1461,1461,C00206, ARCO-2024-00113,2022-12-05,2023-01-20,C,N,Urgente,18,2022-12-05,2022-12-16
1462,1462,C00136,,2023-05-17,2023-06-04,C,N,Reposição,22,2023-05-17,2023-05-20
1463,1463,C00181,ARCO-2025-00031,2025-10-30,2026-01-12,O,N,,10,2025-10-30,2025-11-02
1464,1464,C00075,,2025-07-10,2025-09-08,O,N,,24,2025-07-10,2025-07-10
1465,1465,C00012, ARCO-2025-00103,2022-10-14,2022-11-02,C,N,,6,2022-10-14,2022-11-08
1466,1466,C00029,ARCO-2022-00064,2022-03-08,2022-06-03,O,N,,3,2022-03-08,2022-04-06
1467,1467,C00178,ARCO-2022-00148,2023-03-22,2023-06-11,C,N,Urgente,6,2023-03-22,2023-04-10
1468,1468,C00229,,2025-04-16,2025-07-07,O,N,Pedido complementar,1,2025-04-16,2025-04-26
1469,1469,C00168,ARCO-2024-00054,2022-06-23,2022-09-14,O,N,Pedido complementar,21,2022-06-23,2022-06-29
1470,1470,C00267,,2024-06-13,2024-08-02,O,N,,5,2024-06-13,2024-06-29
1471,1471,C00176,ARCO-2023-00186,2024-08-14,2024-10-21,C,N,Pedido complementar,16,2024-08-14,2024-09-06
1472,1472,C00041,ARCO-2022-00174,2023-05-15,2023-06-05,C,N,Urgente,11,2023-05-15,2023-06-07
1473,1473,C00169,,2023-06-21,2023-09-08,C,N,Pedido complementar,13,2023-06-21,2023-07-16
1474,1474,C00174,ARCO-2025-00363,2024-11-15,2025-02-08,C,N,,22,2024-11-15,2024-12-13
1475,1475,C00167,ARCO-2024-00262,2025-09-02,2025-10-19,C,N,,22,2025-09-02,2025-09-03
1476,1476,C00122,,2022-02-24,2022-05-06,C,N,,7,2022-02-24,2022-03-07
1477,1477,C00181,ARCO-2022-00108,2023-11-13,2024-02-01,C,N,,10,2023-11-13,2023-11-29
1478,1478,C00069,ARCO-2025-00229,2023-11-07,2023-12-30,C,N,Urgente,16,2023-11-07,2023-11-27
1479,1479,C00258,,2023-07-11,2023-09-11,C,N,,14,2023-07-11,2023-07-20
1480,1480,C00061,ARCO-2024-00264,2023-08-14,2023-11-12,O,N,Urgente,7,2023-08-14,2023-09-02
1481,1481,C00020,ARCO-2025-00032,2023-11-09,2024-01-09,C,N,Reposição,6,2023-11-09,2023-12-05
1482,1482,C00159,ARCO-2024-00378,2023-06-28,2023-07-26,C,N,,3,2023-06-28,2023-07-19
1483,1483,C00175,,2025-09-11,2025-11-27,O,N,,5,2025-09-11,2025-09-29
1484,1484,C00114,ARCO-2023-00016,2024-07-11,2024-09-19,C,N,Pedido complementar,15,2024-07-11,2024-08-05
1485,1485,C00011,ARCO-2022-00064,2022-11-10,2023-01-26,O,N,Urgente,14,2022-11-10,2022-11-21
1486,1486,C00102,,2023-08-03,2023-10-04,O,N,,18,2023-08-03,2023-08-11
1487,1487,C00053,ARCO-2025-00327,2022-04-25,2022-06-22,C,N,,15,2022-04-25,2022-05-12
1488,1488,C00124,,2023-12-25,2024-02-23,C,N,,25,2023-12-25,2024-01-23
1489,1489,C00223,,2022-09-09,2022-11-17,C,N,Pedido complementar,21,2022-09-09,2022-09-15
1490,1490,C00105,ARCO-2025-00337,2024-04-29,2024-07-06,C,N,Reposição,17,2024-04-29,2024-05-10
1491,1491,C00004, ARCO-2022-00298,2024-05-04,2024-05-25,C,N,Urgente,11,2024-05-04,2024-05-06
1492,1492,C00190,,2025-10-25,2026-01-08,C,N,,4,2025-10-25,2025-10-27
1493,1493,C00234,ARCO-2025-00115,2024-02-25,2024-03-16,C,N,,6,2024-02-25,2024-03-23
1494,1494,C00036, ARCO-2025-00216,2024-11-26,2025-02-13,C,N,Pedido complementar,11,2024-11-26,2024-11-26
1495,1495,C00046,ARCO-2025-00191,2025-02-04,2025-03-16,C,N,,10,2025-02-04,2025-02-15
1496,1496,C00105,ARCO-2023-00083,2022-04-10,2022-04-29,C,N,Pedido complementar,17,2022-04-10,2022-05-01
1497,1497,C00122,ARCO-2025-00293,2024-10-20,2025-01-18,O,N,,7,2024-10-20,2024-11-10
1498,1498,C00121,ARCO-2024-00326,2022-12-14,2023-01-06,C,N,,3,2022-12-14,2022-12-30
1499,1499,C00153,ARCO-2023-00231,2024-04-24,2024-07-05,C,N,Pedido complementar,5,2024-04-24,2024-05-22
1500,1500,C00140,,2022-10-04,2022-10-20,C,N,Reposição,5,2022-10-04,2022-10-26
1501,1501,C00048,ARCO-2025-00096,2024-04-08,2024-06-17,C,N,,9,2024-04-08,2024-05-01
1502,1502,C00212,ARCO-2023-00016,2025-08-20,2025-11-14,O,N,,24,2025-08-20,2025-09-13
1503,1503,C00257,ARCO-2025-00223,2024-06-24,2024-08-19,C,N,Pedido complementar,11,2024-06-24,2024-07-11
1504,1504,C00243,ARCO-2023-00155,2025-03-06,2025-04-11,C,N,Urgente,19,2025-03-06,2025-03-27
1505,1505,C00046,ARCO-2025-00132,2025-06-02,2025-07-14,C,N,,10,2025-06-02,2025-06-09
1506,1506,C00048,,2023-11-08,2024-01-17,C,N,,9,2023-11-08,2023-11-14
1507,1507,C00143,ARCO-2025-00079,2025-04-09,2025-04-25,C,N,Urgente,19,2025-04-09,2025-04-17
1508,1508,C00199,ARCO-2025-00342,2024-11-29,2024-12-22,O,N,Reposição,19,2024-11-29,2024-12-04
1509,1509,C00072,ARCO-2024-00075,2025-08-24,2025-09-25,C,N,Urgente,6,2025-08-24,2025-08-28
1510,1510,C00096,,2023-04-09,2023-06-22,O,N,Pedido complementar,17,2023-04-09,2023-04-26
1511,1511,C00139,ARCO-2025-00199,2022-05-12,2022-06-22,C,N,,1,2022-05-12,2022-06-03
1512,1512,C00168,ARCO - 2023 - 00126,2023-11-07,2024-01-02,C,N,,21,2023-11-07,2023-11-28
1513,1513,C00231,ARCO-2022-00334,2024-02-01,2024-04-14,C,N,Pedido complementar,21,2024-02-01,2024-02-01
1514,1514,C00028,,2023-11-22,2023-12-15,O,N,Pedido complementar,5,2023-11-22,2023-12-15
1515,1515,C00246,ARCO-2024-00134,2025-05-17,2025-07-04,O,N,,20,2025-05-17,2025-05-22
1516,1516,C00240,ARCO-2024-00211 ,2023-12-29,2024-02-06,C,N,,1,2023-12-29,2023-12-30
1517,1517,C00032,ARCO-2025-00045,2024-11-10,2025-01-19,C,N,Pedido complementar,14,2024-11-10,2024-11-13
1518,1518,C00189,ARCO-2025-00128,2025-07-17,2025-10-13,O,N,Reposição,9,2025-07-17,2025-07-28
