id_nf,numero_nf,serie_nf,id_pedido_erp_b,cnpj_cliente,nome_cliente,dt_emissao,valor_total,valor_impostos,cnpj_transportadora,nome_transportadora,codigo_rastreio,dt_prevista_entrega,dt_entrega_real,status_entrega,qtd_entregue,dt_criacao
676,NF-000676,1,984,27.279.568/7833-91,Rios Colégio,2022-12-24,43810.84,659.58,52000633388700,Sequoia Log,QF8F5GJ9J1M9N,2023-01-02,,devolvido,115,2022-12-24 00:00:00
677,NF-000677,2,113,58957829114678,Lopes Escola,2025-12-07,23610.72,4343.06,55481244322208,Correios,NXUVERUWXNZKH,2025-12-26,,devolvido,67,2025-12-07 00:00:00
678,NF-000678,2,1065,35403317393638,Borges,2022-03-10,17052.9,3857.7,07901319850452,Braspress,YNVXMCAHSWFVX,2022-03-21,,extraviado,74,2022-03-11 00:00:00
679,NF-000679,1,237,74.529.912/4190-49,Novaes Instituto,2022-06-16,33380.77,1711.72,50842145100973,Total Express,LAAIRDNQM4K2D,2022-07-01,,devolvido,298,2022-06-16 00:00:00
680,NF-000680,2,758,62.462.873/3427-08,Macedo Escola,2022-06-08,3397.5,1219.75,55481244322208,Correios,4VQ0PCAWZRCIJ,2022-06-15,2022-06-23,entregue,419,2022-06-09 00:00:00
681,NF-000681,2,959,40.781.618/4959-31,Pastor Instituto,2024-10-22,39742.83,1810.92,55481244322208,Correios,EA19C396S8VOT,2024-11-10,,extraviado,152,2024-10-22 00:00:00
682,NF-000682,2,427,53.556.093/2048-99,Casa Colégio,2025-12-27,20910.53,4250.16,55481244322208,Correios,KIGTE9FIDJ6QI,2026-01-08,,devolvido,1,2025-12-28 00:00:00
683,NF-000683,1,470,82417248251353,da Rosa Albuquerque e Filhos,2022-07-11,12236.88,1418.05,55481244322208,Correios,D08DIK4TEFXON,2022-07-24,2022-07-17,entregue,211,2022-07-11 00:00:00
684,NF-000684,1,951,48.086.131/7127-48,Campos Instituto,2024-11-04,34610.19,281.92,50842145100973,Total Express,VLS7UNB9LBUZQ,2024-11-24,,em_transito,27,2024-11-05 00:00:00
685,NF-000685,1,999,60.898.992/1722-33,Sales Instituto,2023-12-18,3153.08,407.9,07901319850452,Braspress,SEU0F8F73I5FE,2023-12-28,,extraviado,164,2023-12-18 00:00:00
686,NF-000686,2,971,87.676.772/1903-40,Fogaça Escola,2025-06-14,28852.0,819.2,77546296934721,Jadlog,XTM05SDDQRFKQ,2025-06-29,2025-06-17,entregue,173,2025-06-15 00:00:00
687,NF-000687,3,473,76.936.763/2016-32,Souza Novais - EI,2024-11-23,30247.08,755.18,52000633388700,Sequoia Log,AVPGBDLAHKACP,2024-12-10,,extraviado,224,2024-11-23 00:00:00
688,NF-000688,2,553,05153195205852,Silva Fernandes S.A.,2022-02-09,27041.02,2621.51,52000633388700,Sequoia Log,PNK234D02B9F5,2022-02-21,,devolvido,221,2022-02-10 00:00:00
689,NF-000689,3,474,40.369.003/4324-45,Aragão - EI,2022-04-30,22034.17,4825.41,50842145100973,Total Express,ZLXE0K6GHVUNV,2022-05-13,,em_transito,181,2022-05-01 00:00:00
690,NF-000690,3,934,09.670.546/6889-37,Sá Instituto,2023-07-21,33433.17,3842.48,07901319850452,Braspress,U6NMP9KTWBT22,2023-08-07,,extraviado,512,2023-07-22 00:00:00
691,NF-000691,2,344,50.142.940/1965-56,Andrade Dias - ME,2024-03-27,31254.79,2661.79,52000633388700,Sequoia Log,KSVYJ9BIEKMG1,2024-04-08,2024-04-02,entregue,285,2024-03-27 00:00:00
692,NF-000692,2,1007,39868000257872,Guerra Farias Ltda.,2022-01-26,13859.51,2783.54,07901319850452,Braspress,XPJU3NBLETL8O,2022-02-06,,extraviado,17,2022-01-26 00:00:00
693,NF-000693,3,1063,23.046.184/9926-18,Barbosa Escola,2024-10-01,44024.32,1499.61,77546296934721,Jadlog,6LQBI520TUPM6,2024-10-10,2024-10-19,entregue,186,2024-10-02 00:00:00
694,NF-000694,3,1040,72099934768701,Albuquerque,2022-03-04,27009.81,4166.36,52000633388700,Sequoia Log,KBXQCEDTRFS21,2022-03-22,,devolvido,65,2022-03-04 00:00:00
695,NF-000695,1,1125,11.526.218/1599-70,Mendonça Cunha Ltda.,2022-02-14,12531.19,4666.05,50842145100973,Total Express,TD7BE5RSYFBB2,2022-02-21,2022-02-12,entregue,436,2022-02-14 00:00:00
696,NF-000696,1,789,54.216.894/2104-47,Macedo Escola,2025-06-21,35540.69,3434.9,52000633388700,Sequoia Log,R3L3BCKAXVQC7,2025-06-27,2025-07-07,entregue,206,2025-06-21 00:00:00
697,NF-000697,3,990,20.455.611/0022-55,Vasconcelos Colégio,2023-10-27,27132.0,4384.36,52000633388700,Sequoia Log,A4YLXG6GBP05A,2023-11-05,,em_transito,47,2023-10-27 00:00:00
698,NF-000698,1,716,00623120387509,Silva Instituto,2024-05-18,21234.44,161.44,77546296934721,Jadlog,WRJWI3YHSWL17,2024-05-28,,em_transito,136,2024-05-19 00:00:00
699,NF-000699,3,258,20297021355690,Porto da Luz S.A.,2022-01-18,7787.01,574.79,77546296934721,Jadlog,JZLGHGUEBJ5HE,2022-01-24,,aguardando_coleta,63,2022-01-19 00:00:00
700,NF-000700,1,1016,94.647.436/7136-95,Jesus Colégio,2023-03-22,46576.84,3066.43,52000633388700,Sequoia Log,1J0ACLVAGIPL8,2023-04-05,,devolvido,90,2023-03-22 00:00:00
701,NF-000701,2,709,20.297.021/3556-90,Porto da Luz S.A.,2022-11-13,12550.55,355.04,07901319850452,Braspress,9WL82WHV6GGMQ,2022-11-30,,devolvido,72,2022-11-14 00:00:00
702,NF-000702,1,478,60.083.505/8300-33,Melo Instituto,2022-02-02,4702.19,850.04,77546296934721,Jadlog,66ROHKU7E9H01,2022-02-11,,em_transito,135,2022-02-02 00:00:00
703,NF-000703,1,396,50.142.940/1965-56,Andrade Dias - ME,2024-08-23,42440.19,1063.32,50842145100973,Total Express,A3FUE7ZEMXNGH,2024-09-04,,devolvido,30,2024-08-23 00:00:00
704,NF-000704,1,411,93.246.095/3962-18,Caldeira e Filhos,2022-01-19,6418.18,1853.14,77546296934721,Jadlog,HQQT7RE6DG4HM,2022-01-24,,em_transito,224,2022-01-20 00:00:00
705,NF-000705,3,150,66870021765918,Câmara,2023-06-28,6237.15,247.98,07901319850452,Braspress,L881E1R440RPD,2023-07-13,,devolvido,280,2023-06-28 00:00:00
706,NF-000706,3,635,66.183.982/6224-44,Castro,2022-06-18,32399.23,2048.17,07901319850452,Braspress,PE8A06KAREMWN,2022-06-24,,devolvido,50,2022-06-19 00:00:00
707,NF-000707,2,887,27279568783391,Rios Colégio,2023-01-02,1768.89,3105.15,77546296934721,Jadlog,9ZF1C5AWC7B8U,2023-01-08,,extraviado,0,2023-01-02 00:00:00
708,NF-000708,1,321,48.175.496/5137-09,Rocha e Filhos,2024-01-01,18346.42,200.2,55481244322208,Correios,99647UGI9BAOA,2024-01-14,,em_transito,2,2024-01-02 00:00:00
709,NF-000709,1,18,81.491.778/5079-25,da Costa Cardoso - ME,2022-02-10,43161.53,3398.04,07901319850452,Braspress,W7PDMCC5B9XRZ,2022-02-21,2022-03-12,entregue,439,2022-02-10 00:00:00
710,NF-000710,2,794,01938026206724,da Cunha Aparecida e Filhos,2024-10-27,45426.18,935.67,52000633388700,Sequoia Log,41MHEX4GU9BBF,2024-11-03,,devolvido,140,2024-10-27 00:00:00
711,NF-000711,2,232,60.898.992/1722-33,Sales Instituto,2022-05-12,35432.29,2801.53,07901319850452,Braspress,DTWMQ8453GZC3,2022-05-29,,aguardando_coleta,162,2022-05-13 00:00:00
712,NF-000712,1,200,66.870.021/7659-18,Câmara,2024-03-23,6882.37,1091.26,50842145100973,Total Express,7T39LJCCUVU4H,2024-03-31,2024-04-12,entregue,253,2024-03-24 00:00:00
713,NF-000713,1,702,51.256.746/8071-54,Cunha,2023-03-08,18572.23,3654.74,50842145100973,Total Express,DKPTI9SEDRR2W,2023-03-19,,aguardando_coleta,122,2023-03-09 00:00:00
714,NF-000714,1,921,10.276.773/5925-55,Alves Centro Educacional,2022-06-17,29995.65,654.57,50842145100973,Total Express,22EM9MI0JKKVF,2022-06-22,2022-06-26,entregue,380,2022-06-18 00:00:00
715,NF-000715,1,106,18.328.569/1463-03,Vasconcelos Colégio,2023-04-14,32845.14,4370.54,07901319850452,Braspress,1T4IZWIRJK38O,2023-04-27,,aguardando_coleta,21,2023-04-14 00:00:00
716,NF-000716,2,122,51.823.374/9894-13,Montenegro Centro Educacional,2023-04-09,25661.05,4671.77,77546296934721,Jadlog,SZ8UUHHX4R48K,2023-04-28,2023-04-23,entregue,359,2023-04-09 00:00:00
717,NF-000717,3,1062,24.754.691/3736-78,Lima,2024-07-16,28986.01,2537.42,52000633388700,Sequoia Log,3B19E0KCWLLC9,2024-08-02,2024-08-01,entregue,300,2024-07-16 00:00:00
718,NF-000718,3,900,66.929.662/7828-27,Teixeira - EI,2022-02-08,5441.15,2114.0,55481244322208,Correios,U5T4CYK9RI1MX,2022-02-18,,em_transito,187,2022-02-08 00:00:00
719,NF-000719,2,1071,64.005.242/7868-01,Rios Centro Educacional,2023-02-16,10072.74,4788.33,07901319850452,Braspress,L9CHTB3LULVFZ,2023-02-25,,em_transito,299,2023-02-17 00:00:00
720,NF-000720,1,806,46584044997278,Pastor Instituto,2026-01-17,18868.45,1940.59,55481244322208,Correios,D6KN1S6ZXU29O,2026-02-03,,devolvido,175,2026-01-17 00:00:00
721,NF-000721,1,1134,78.499.121/6558-52,Câmara Alves e Filhos,2025-08-02,686.03,269.81,77546296934721,Jadlog,ZPNIM8DGX9VU7,2025-08-15,,aguardando_coleta,74,2025-08-03 00:00:00
722,NF-000722,3,860,99.229.959/0010-94,Pinto Centro Educacional,2025-10-26,10507.9,1591.1,52000633388700,Sequoia Log,I9GFBHIZZ0XM1,2025-11-15,,extraviado,20,2025-10-27 00:00:00
723,NF-000723,1,12,62.120.216/9797-29,Pastor Centro Educacional,2023-02-21,19320.25,1916.21,55481244322208,Correios,Z0Q3JBG7EQ37K,2023-03-12,,devolvido,227,2023-02-21 00:00:00
724,NF-000724,3,48,97700886008484,Guerra,2023-10-14,48792.27,1936.68,07901319850452,Braspress,2P3OTMY0VKH39,2023-10-25,,aguardando_coleta,100,2023-10-14 00:00:00
725,NF-000725,1,922,42.087.375/3001-19,Barros Centro Educacional,2024-02-02,18617.82,718.41,50842145100973,Total Express,RA23U7OUB72NC,2024-02-14,,aguardando_coleta,277,2024-02-02 00:00:00
726,NF-000726,1,335,94.043.898/3640-37,da Instituto,2022-09-28,42950.53,1828.99,55481244322208,Correios,J3J46O9VN10GI,2022-10-08,,devolvido,80,2022-09-28 00:00:00
727,NF-000727,3,686,61115542622189,Cunha Instituto,2024-12-14,43984.53,1761.12,55481244322208,Correios,H5XVUPH25AKC6,2024-12-31,,aguardando_coleta,10,2024-12-14 00:00:00
728,NF-000728,1,219,32830965207446,Brito,2024-08-23,29372.92,2791.18,07901319850452,Braspress,TBWIT4PWO85YB,2024-09-10,,extraviado,112,2024-08-23 00:00:00
729,NF-000729,1,1047,58.549.733/4843-44,Andrade Escola,2022-02-03,35669.22,2709.82,07901319850452,Braspress,336P4VYD5JL4N,2022-02-19,,extraviado,169,2022-02-03 00:00:00
730,NF-000730,3,1084,03413164752553,Alves Instituto,2025-11-15,8117.28,1144.44,77546296934721,Jadlog,33DJN4TYT97NC,2025-11-21,2025-11-24,entregue,382,2025-11-16 00:00:00
731,NF-000731,1,1031,75.564.641/7080-53,Gomes - ME,2024-09-30,43684.54,4958.36,52000633388700,Sequoia Log,I5594L3MHPQI2,2024-10-09,2024-10-16,entregue,350,2024-10-01 00:00:00
732,NF-000732,3,570,99.118.384/2513-54,Porto Escola,2022-05-18,39653.06,3194.48,07901319850452,Braspress,PHJ14WZZENTT2,2022-06-03,2022-06-01,entregue,561,2022-05-18 00:00:00
733,NF-000733,3,1082,57120826773454,Gomes Colégio,2025-03-01,48408.67,4355.89,50842145100973,Total Express,YE72PQTZ98DJ1,2025-03-09,2025-03-11,entregue,403,2025-03-02 00:00:00
734,NF-000734,1,385,29.121.277/5618-53,Barbosa Pastor e Filhos,2025-09-16,30738.45,2212.54,77546296934721,Jadlog,J52S6VP5R3YMN,2025-10-02,,aguardando_coleta,52,2025-09-16 00:00:00
735,NF-000735,3,616,86.790.874/0640-39,Novaes Escola,2022-09-10,13369.35,2442.73,52000633388700,Sequoia Log,QK1BRJ89SAFBR,2022-09-29,,extraviado,173,2022-09-10 00:00:00
736,NF-000736,2,585,98.169.340/6088-35,Azevedo,2024-07-06,31569.4,2890.8,07901319850452,Braspress,HLIKHTNEVN3OJ,2024-07-13,,em_transito,26,2024-07-07 00:00:00
737,NF-000737,3,784,10.433.218/1960-01,Alves Colégio,2023-06-12,4216.13,4650.37,52000633388700,Sequoia Log,VDI5ITE47AZMT,2023-06-19,,em_transito,294,2023-06-12 00:00:00
738,NF-000738,2,238,66.183.982/6224-44,Castro,2024-02-11,28551.8,1768.71,07901319850452,Braspress,I4SM851JPP464,2024-02-24,,devolvido,305,2024-02-11 00:00:00
739,NF-000739,3,1010,03.579.727/9855-24,da Centro Educacional,2022-08-03,40895.05,1976.21,52000633388700,Sequoia Log,K95YBC2PQ5UES,2022-08-10,,em_transito,136,2022-08-04 00:00:00
740,NF-000740,1,339,29121277561853,Barbosa Pastor e Filhos,2025-10-31,8796.58,924.49,77546296934721,Jadlog,84YY3AIC27Q6G,2025-11-13,,em_transito,92,2025-10-31 00:00:00
741,NF-000741,3,581,50.821.486/2890-23,Fogaça Instituto,2022-07-21,49520.81,532.6,07901319850452,Braspress,5ZT1MR3YF0ZGI,2022-07-28,,aguardando_coleta,251,2022-07-22 00:00:00
742,NF-000742,1,195,54.216.894/2104-47,Macedo Escola,2023-03-24,22853.29,2277.4,07901319850452,Braspress,CAG3LXHGOI5P7,2023-04-01,,aguardando_coleta,14,2023-03-25 00:00:00
743,NF-000743,1,272,41.036.971/1798-08,Carvalho Ltda.,2023-12-18,4945.6,3890.7,77546296934721,Jadlog,XYO3XB3PNCCA5,2023-12-28,,aguardando_coleta,192,2023-12-19 00:00:00
744,NF-000744,1,425,74.315.274/2054-93,Fonseca Lopes S/A,2025-01-10,1955.93,1086.27,07901319850452,Braspress,Q5SPM4SENOH4M,2025-01-16,,em_transito,347,2025-01-10 00:00:00
745,NF-000745,1,1162,17381684602235,Sampaio Colégio,2022-07-29,29064.59,438.54,50842145100973,Total Express,WAOG7BS94CKUK,2022-08-07,2022-08-19,entregue,347,2022-07-30 00:00:00
746,NF-000746,3,187,50.821.486/2890-23,Fogaça Instituto,2023-05-06,10013.1,4024.69,55481244322208,Correios,NOYSDCAURSCRS,2023-05-11,,devolvido,171,2023-05-07 00:00:00
747,NF-000747,1,663,78.499.121/6558-52,Câmara Alves e Filhos,2024-09-13,21626.04,2489.57,07901319850452,Braspress,JOXY3SJWP4DG8,2024-09-23,,em_transito,27,2024-09-14 00:00:00
748,NF-000748,1,982,10276773592555,Alves Centro Educacional,2022-05-30,31283.27,4755.49,52000633388700,Sequoia Log,EMHAMZ649X8KY,2022-06-19,,em_transito,68,2022-05-30 00:00:00
749,NF-000749,1,549,25.871.397/1870-72,Sampaio Colégio,2023-01-11,4075.21,3119.71,77546296934721,Jadlog,3HZGQ61A3RMLD,2023-01-17,,devolvido,158,2023-01-11 00:00:00
750,NF-000750,1,223,85.807.836/1340-74,Mendonça Colégio,2024-05-26,16055.76,3861.39,52000633388700,Sequoia Log,U4L8187CUB3Z7,2024-05-31,,aguardando_coleta,6,2024-05-26 00:00:00
751,NF-000751,2,769,69.847.896/1183-67,Jesus Colégio,2024-08-05,11507.95,4804.01,52000633388700,Sequoia Log,VBVNLY3FS267J,2024-08-14,,em_transito,30,2024-08-06 00:00:00
752,NF-000752,1,578,60083505830033,Melo Instituto,2022-05-29,4750.54,1454.49,50842145100973,Total Express,EGN96WUNMDZ4R,2022-06-13,,extraviado,55,2022-05-29 00:00:00
753,NF-000753,1,1008,18.702.621/7459-61,da Conceição S/A,2023-08-23,19371.35,2476.79,07901319850452,Braspress,UP2LONRQAM6UW,2023-09-06,,extraviado,248,2023-08-23 00:00:00
754,NF-000754,1,35,72.624.731/7810-80,Garcia Escola,2025-06-02,30187.82,2941.6,55481244322208,Correios,TLCY8ROJJRSKL,2025-06-21,,aguardando_coleta,76,2025-06-03 00:00:00
755,NF-000755,3,918,48018451462704,Abreu Escola,2024-12-28,31245.09,4050.5,52000633388700,Sequoia Log,JRJWPWGTZTAUJ,2025-01-17,,devolvido,56,2024-12-28 00:00:00
756,NF-000756,1,142,54.216.894/2104-47,Macedo Escola,2023-05-13,15436.2,4070.71,77546296934721,Jadlog,XAOA8NQUY2B0R,2023-06-02,,aguardando_coleta,243,2023-05-14 00:00:00
757,NF-000757,1,942,73.799.650/7527-35,Camargo,2023-05-09,13535.96,2336.48,50842145100973,Total Express,HAWQY6J1CMC8U,2023-05-25,2023-06-03,entregue,98,2023-05-09 00:00:00
758,NF-000758,1,623,78593213348039,Santos,2023-03-17,42396.02,3056.77,77546296934721,Jadlog,B19IHDOFEUK4I,2023-03-30,,aguardando_coleta,147,2023-03-17 00:00:00
759,NF-000759,1,58,97.700.886/0084-84,Guerra,2025-02-16,49873.34,4197.73,07901319850452,Braspress,PEH9HRP3W1BXD,2025-02-23,2025-02-26,entregue,458,2025-02-17 00:00:00
760,NF-000760,1,161,73.158.514/9368-99,da Colégio,2025-05-09,8095.11,3986.96,50842145100973,Total Express,HAQALEDZLEKQX,2025-05-27,,extraviado,284,2025-05-09 00:00:00
761,NF-000761,2,893,35408386631779,da Luz Ribeiro S/A,2023-05-03,21711.87,1427.78,55481244322208,Correios,WIB8EXUUIW5GC,2023-05-15,,em_transito,118,2023-05-03 00:00:00
762,NF-000762,3,503,35.408.386/6317-79,da Luz Ribeiro S/A,2025-10-07,30213.81,2771.42,55481244322208,Correios,P6R7VAU1QA0LY,2025-10-26,,em_transito,327,2025-10-08 00:00:00
763,NF-000763,2,62,72.099.934/7687-01,Albuquerque,2023-06-21,47343.76,338.18,55481244322208,Correios,KEN729MIC4PWM,2023-06-26,,aguardando_coleta,231,2023-06-21 00:00:00
764,NF-000764,2,532,17.121.003/2365-19,Ferreira Escola,2023-07-18,44576.13,2697.45,77546296934721,Jadlog,EUOZ5G06VADPF,2023-08-02,,em_transito,145,2023-07-18 00:00:00
765,NF-000765,3,436,16.453.521/8188-35,Guerra Campos - EI,2024-05-18,23525.86,4516.82,50842145100973,Total Express,82KUUS7A9HZWI,2024-05-30,,extraviado,183,2024-05-18 00:00:00
766,NF-000766,3,1171,09010016761847,Azevedo - ME,2025-12-01,15715.74,629.85,77546296934721,Jadlog,GT5UFHYPO8MN8,2025-12-10,,aguardando_coleta,25,2025-12-01 00:00:00
767,NF-000767,2,804,97643815614978,Souza Colégio,2025-12-12,48473.94,4690.71,77546296934721,Jadlog,P24DIUEGAMY7T,2025-12-30,,devolvido,55,2025-12-13 00:00:00
768,NF-000768,1,1044,69.993.867/7496-49,Almeida Colégio,2022-04-28,26792.74,241.95,55481244322208,Correios,DNTSYN2Q775P4,2022-05-09,,extraviado,132,2022-04-29 00:00:00
769,NF-000769,1,1039,58.957.829/1146-78,Lopes Escola,2022-01-17,43327.59,4341.13,52000633388700,Sequoia Log,7EMX14GP9ESG3,2022-02-03,,devolvido,124,2022-01-18 00:00:00
770,NF-000770,3,840,37.770.143/6349-57,Marques Escola,2024-02-10,49681.75,801.32,50842145100973,Total Express,6B88308BTQE7H,2024-02-19,2024-02-13,entregue,447,2024-02-11 00:00:00
771,NF-000771,2,1021,99118384251354,Porto Escola,2023-07-31,43012.28,4810.35,77546296934721,Jadlog,31X5FDMFIVPK9,2023-08-16,,em_transito,28,2023-08-01 00:00:00
772,NF-000772,1,37,78.593.213/3480-39,Santos,2025-01-17,37894.03,3368.07,55481244322208,Correios,QHB5323KZRD9K,2025-01-30,,devolvido,35,2025-01-17 00:00:00
773,NF-000773,1,781,16.560.494/5198-32,da Luz,2024-05-30,5921.67,1186.11,50842145100973,Total Express,ER31BITOD22X2,2024-06-06,,extraviado,34,2024-05-31 00:00:00
774,NF-000774,1,591,86.101.581/9956-04,Novaes,2025-05-11,2678.23,1300.07,55481244322208,Correios,1URG6PI334A39,2025-05-31,,em_transito,552,2025-05-11 00:00:00
775,NF-000775,1,822,93246095396218,Caldeira e Filhos,2023-12-12,31614.34,953.27,50842145100973,Total Express,AZYR89GAPAS0I,2023-12-27,,devolvido,58,2023-12-12 00:00:00
776,NF-000776,3,566,03397401489025,Sampaio Centro Educacional,2024-02-04,45663.43,961.21,55481244322208,Correios,8W37LTEZTQ3Z8,2024-02-16,2024-02-10,entregue,66,2024-02-05 00:00:00
777,NF-000777,1,809,46.773.782/6398-21,Câmara Instituto,2023-03-06,34270.68,1263.39,50842145100973,Total Express,KQAEITG8GTZSU,2023-03-26,,extraviado,128,2023-03-06 00:00:00
778,NF-000778,1,813,54.589.297/5001-70,Barros Escola,2023-03-13,9478.25,1301.58,55481244322208,Correios,WRP5B8257AGYH,2023-03-20,,aguardando_coleta,3,2023-03-14 00:00:00
779,NF-000779,2,450,21.699.586/6934-65,Barbosa Instituto,2022-10-16,5057.2,3168.68,07901319850452,Braspress,CBYU97S2OW8YW,2022-11-05,,aguardando_coleta,13,2022-10-16 00:00:00
780,NF-000780,1,69,30.958.498/2544-94,Gomes Instituto,2023-04-21,21095.76,3706.39,07901319850452,Braspress,C13PQZYZIZQAY,2023-05-04,,devolvido,50,2023-04-21 00:00:00
781,NF-000781,2,42,56924593752654,Porto da Mota - EI,2023-08-10,30896.43,4999.92,77546296934721,Jadlog,TRFJW4D3GLHQN,2023-08-18,2023-08-27,entregue,274,2023-08-10 00:00:00
782,NF-000782,3,607,81.491.778/5079-25,da Costa Cardoso - ME,2023-07-27,1981.13,1357.66,07901319850452,Braspress,I4GM4MCW2BY9T,2023-08-06,,em_transito,192,2023-07-27 00:00:00
783,NF-000783,1,2,23046184992618,Barbosa Escola,2025-10-03,21239.6,4030.01,77546296934721,Jadlog,N5NEJY9DNQMUC,2025-10-23,,aguardando_coleta,156,2025-10-03 00:00:00
784,NF-000784,1,997,94717464887719,Azevedo,2024-11-05,24321.3,4311.19,50842145100973,Total Express,9X2PH5C7AQTGA,2024-11-13,,devolvido,332,2024-11-06 00:00:00
785,NF-000785,1,501,30.564.139/5376-72,Novais S.A.,2025-07-17,49384.63,2700.15,50842145100973,Total Express,AZ4RFTG7AHO8H,2025-07-25,,extraviado,18,2025-07-17 00:00:00
786,NF-000786,3,639,76.936.763/2016-32,Souza Novais - EI,2022-03-07,11398.52,1398.41,07901319850452,Braspress,KHF029LCSE4LE,2022-03-15,,aguardando_coleta,5,2022-03-08 00:00:00
787,NF-000787,3,130,31027868144739,Novais Escola,2023-10-12,34326.14,2577.02,07901319850452,Braspress,RM2VCARW05BRR,2023-10-23,,devolvido,44,2023-10-13 00:00:00
788,NF-000788,1,403,43.842.797/8819-14,Leão,2022-08-11,5240.49,2499.09,07901319850452,Braspress,4D7TFL5XNU9HL,2022-08-30,,extraviado,291,2022-08-12 00:00:00
789,NF-000789,3,138,70.348.247/7109-32,Macedo,2023-11-26,19260.91,3901.22,07901319850452,Braspress,DC43J8Q2TNVFT,2023-12-07,,extraviado,226,2023-11-27 00:00:00
790,NF-000790,3,556,09.130.756/2636-89,Alves Escola,2023-02-24,24519.4,206.42,50842145100973,Total Express,SXAZ2EHLRXNGA,2023-03-04,2023-03-16,entregue,505,2023-02-25 00:00:00
791,NF-000791,2,555,99.371.240/6596-57,Sá,2024-07-17,3905.83,1535.33,55481244322208,Correios,YGK43449PRW15,2024-07-27,,devolvido,3,2024-07-17 00:00:00
792,NF-000792,3,9,11.382.675/8692-61,Caldeira Instituto,2023-05-18,14109.57,2274.95,07901319850452,Braspress,5PL5JUW9RDCUJ,2023-06-05,,extraviado,22,2023-05-18 00:00:00
793,NF-000793,1,350,42.199.330/8330-16,Lopes,2022-01-29,30819.29,3045.16,52000633388700,Sequoia Log,UJWYWDQFWQ8TW,2022-02-17,,extraviado,114,2022-01-29 00:00:00
794,NF-000794,3,785,69.993.867/7496-49,Almeida Colégio,2024-05-24,23688.37,1362.83,50842145100973,Total Express,FQU591GVCAZ56,2024-06-06,,aguardando_coleta,360,2024-05-24 00:00:00
795,NF-000795,1,1100,80.737.416/7243-42,da Centro Educacional,2022-08-31,36648.31,2903.81,55481244322208,Correios,14AM6FC82M1MZ,2022-09-15,,devolvido,37,2022-09-01 00:00:00
796,NF-000796,2,564,58.957.829/1146-78,Lopes Escola,2025-06-13,40164.65,1858.02,77546296934721,Jadlog,67QO7IAOY6J2P,2025-06-20,,aguardando_coleta,165,2025-06-14 00:00:00
797,NF-000797,3,194,58.549.733/4843-44,Andrade Escola,2025-07-25,24817.09,2466.04,50842145100973,Total Express,7I1GD0NTT6DR2,2025-08-03,,devolvido,81,2025-07-26 00:00:00
798,NF-000798,1,973,24.754.691/3736-78,Lima,2023-08-20,37984.0,3819.74,07901319850452,Braspress,0SAQTVUYPZEYP,2023-09-08,,em_transito,290,2023-08-20 00:00:00
799,NF-000799,1,400,11.526.218/1599-70,Mendonça Cunha Ltda.,2024-12-29,25432.17,4345.82,77546296934721,Jadlog,UE0AA7EKKZON2,2025-01-09,,em_transito,72,2024-12-29 00:00:00
800,NF-000800,1,306,43842797881914,Leão,2025-05-04,34406.35,1278.86,07901319850452,Braspress,MGECJSY2WLKPQ,2025-05-12,,devolvido,9,2025-05-05 00:00:00
801,NF-000801,2,909,18227824896383,Teixeira Fernandes S/A,2023-06-13,35537.81,2098.86,52000633388700,Sequoia Log,ANZPZHZPLIUFL,2023-06-20,,devolvido,320,2023-06-14 00:00:00
802,NF-000802,1,704,69284511544796,da Mota,2022-03-26,37320.09,1242.83,77546296934721,Jadlog,7K26ESNGDLL1N,2022-04-05,,devolvido,17,2022-03-26 00:00:00
803,NF-000803,1,1115,66929662782827,Teixeira - EI,2024-06-22,38299.86,519.91,77546296934721,Jadlog,1VKWZ6WN0IU9X,2024-06-28,,aguardando_coleta,31,2024-06-22 00:00:00
804,NF-000804,1,20,18702621745961,da Conceição S/A,2022-09-15,39288.03,4933.58,55481244322208,Correios,3BIB9TXHTRMJK,2022-09-21,,em_transito,40,2022-09-16 00:00:00
805,NF-000805,3,381,48.175.496/5137-09,Rocha e Filhos,2025-07-15,34671.91,3650.47,50842145100973,Total Express,J4I3DOYCKQXG7,2025-07-29,2025-07-21,entregue,424,2025-07-16 00:00:00
806,NF-000806,1,752,66.929.662/7828-27,Teixeira - EI,2023-11-09,12317.83,750.71,07901319850452,Braspress,WR4HANGM5MMT4,2023-11-14,,aguardando_coleta,169,2023-11-10 00:00:00
807,NF-000807,1,441,17.121.003/2365-19,Ferreira Escola,2023-06-20,2789.57,3198.36,52000633388700,Sequoia Log,782ZIKQMGCJPP,2023-06-28,,devolvido,217,2023-06-21 00:00:00
808,NF-000808,2,464,09.010.016/7618-47,Azevedo - ME,2023-03-21,22238.57,4759.63,52000633388700,Sequoia Log,95SRZW9Q7U2AK,2023-04-06,,em_transito,245,2023-03-22 00:00:00
809,NF-000809,1,957,10.762.268/3885-16,Montenegro,2024-12-02,43299.35,3100.47,55481244322208,Correios,C8FVW3JZXZJ2F,2024-12-20,,devolvido,5,2024-12-02 00:00:00
810,NF-000810,2,740,60.083.505/8300-33,Melo Instituto,2025-02-24,601.62,1749.95,55481244322208,Correios,8NM3D3AUBUS9H,2025-03-03,,extraviado,57,2025-02-25 00:00:00
