id,subject,description,status,priority,type,requester_id,submitter_id,assignee_id,organization_id,tags,custom_field_order_ref,custom_field_cnpj,satisfaction_score,satisfaction_comment,created_at,updated_at,solved_at,due_at
439,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,urgent,task,103,103,381,90,entrega cancelamento login,411,26.007.796/6667-95,good,,2023-01-06 00:00:00,2023-01-12 00:00:00,2023-01-12 00:00:00,2023-01-10 00:00:00
440,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,normal,task,1,1,458,172,material_danificado contrato entrega,684,,,,2025-05-27 00:00:00,2025-06-05 00:00:00,,2025-05-30 00:00:00
441,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,high,question,21,21,442,87,falta_material acesso,,42.474.766/8357-19,,,2022-11-29 00:00:00,2022-12-27 00:00:00,,2022-11-30 00:00:00
442,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,open,high,question,314,314,471,78,material_danificado devolução pagamento,,,,,2025-02-10 00:00:00,2025-02-15 00:00:00,,2025-02-16 00:00:00
443,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,new,urgent,incident,102,102,474,254,falta_material devolução digital atraso,,,,,2025-01-27 00:00:00,2025-02-17 00:00:00,,2025-01-30 00:00:00
444,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,solved,urgent,incident,346,346,472,,login,536,,bad,Atendimento ruim,2024-12-23 00:00:00,2024-12-27 00:00:00,2025-01-03 00:00:00,2024-12-29 00:00:00
445,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,normal,incident,255,255,447,4,pagamento,,,,,2022-03-31 00:00:00,2022-04-03 00:00:00,,2022-04-04 00:00:00
446,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,new,high,question,334,334,467,29,urgente,,,,,2025-08-23 00:00:00,2025-09-18 00:00:00,,2025-08-25 00:00:00
447,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,open,high,incident,317,317,386,275,troca acesso digital,,4182715564,,,2023-09-01 00:00:00,2023-09-03 00:00:00,,2023-09-02 00:00:00
448,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,new,high,question,24,24,474,,nota_fiscal atraso senha,481,,,,2025-12-21 00:00:00,2025-12-29 00:00:00,,2025-12-25 00:00:00
449,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,new,urgent,problem,195,195,423,7,login erro_sistema cancelamento atraso,,33.631.316/5194-93,,,2023-12-25 00:00:00,2024-01-02 00:00:00,,2023-12-27 00:00:00
450,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,high,task,270,270,435,95,plataforma nota_fiscal,1009,,,,2023-08-26 00:00:00,2023-09-23 00:00:00,,2023-09-01 00:00:00
451,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,open,normal,incident,108,108,443,244,cancelamento pagamento falta_material erro_sistema,,,,,2023-10-07 00:00:00,2023-10-19 00:00:00,,2023-10-14 00:00:00
452,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,urgent,incident,157,157,472,79,financeiro,,5308395130,,,2022-06-11 00:00:00,2022-06-24 00:00:00,2022-06-10 00:00:00,2022-06-11 00:00:00
453,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,high,incident,361,361,465,161,cancelamento erro_sistema contrato,674,,,,2025-04-06 00:00:00,2025-04-13 00:00:00,,2025-04-12 00:00:00
454,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,pending,normal,task,247,247,405,299,falta_material erro_sistema,1485,,,,2023-10-13 00:00:00,2023-11-08 00:00:00,,2023-10-20 00:00:00
455,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,urgent,problem,205,205,438,93,atraso plataforma financeiro,963,41.885.625/7712-50,,,2025-09-17 00:00:00,2025-09-24 00:00:00,,2025-09-24 00:00:00
456,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,pending,high,problem,176,176,422,267,cancelamento acesso contrato troca,243,,,,2023-02-02 00:00:00,2023-02-12 00:00:00,,2023-02-04 00:00:00
457,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,low,problem,269,269,443,77,atraso urgente,964,,,,2022-08-01 00:00:00,2022-08-20 00:00:00,,2022-08-05 00:00:00
458,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,closed,high,incident,120,120,414,259,boleto atraso,976,,,,2022-01-14 00:00:00,2022-02-12 00:00:00,2022-01-14 00:00:00,2022-01-18 00:00:00
459,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,open,normal,problem,26,26,472,52,senha falta_material entrega,,,,,2022-12-31 00:00:00,2023-01-16 00:00:00,,2023-01-03 00:00:00
460,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,pending,normal,problem,353,353,431,26,contrato nota_fiscal financeiro digital,,,,,2022-05-04 00:00:00,2022-05-22 00:00:00,,2022-05-09 00:00:00
461,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,closed,normal,incident,199,199,381,33,troca boleto login devolução,,,,,2025-09-21 00:00:00,2025-10-03 00:00:00,2025-09-21 00:00:00,2025-09-26 00:00:00
462,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,high,task,258,258,425,256,senha,567,36.607.127/8137-03,,,2025-12-01 00:00:00,2025-12-11 00:00:00,,2025-12-05 00:00:00
463,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,open,high,incident,214,214,478,243,contrato,,,,,2023-04-15 00:00:00,2023-05-02 00:00:00,,2023-04-20 00:00:00
464,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,high,question,377,377,405,141,senha,60,,,,2022-08-01 00:00:00,2022-08-09 00:00:00,2022-08-01 00:00:00,2022-08-07 00:00:00
465,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,urgent,incident,197,197,471,76,financeiro,912,,,,2022-06-26 00:00:00,2022-07-13 00:00:00,,2022-07-02 00:00:00
466,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,pending,normal,incident,4,4,392,,suporte_técnico erro_sistema nota_fiscal plataforma,44,,,,2022-08-04 00:00:00,2022-08-15 00:00:00,,2022-08-12 00:00:00
467,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,urgent,task,311,311,444,8,digital urgente,660,78.183.436/9978-01,good,,2022-04-12 00:00:00,2022-05-03 00:00:00,2022-04-11 00:00:00,2022-04-15 00:00:00
468,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,urgent,question,222,222,477,230,erro_sistema atraso contrato,,,,,2025-04-19 00:00:00,2025-05-19 00:00:00,2025-04-29 00:00:00,2025-04-21 00:00:00
469,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,urgent,problem,219,219,398,251,plataforma contrato login urgente,,68.865.979/4227-01,,,2025-07-26 00:00:00,2025-08-16 00:00:00,,2025-08-02 00:00:00
470,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,open,low,task,83,83,424,134,troca,,,,,2025-10-24 00:00:00,2025-10-30 00:00:00,,2025-10-31 00:00:00
471,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,high,task,248,248,394,266,digital suporte_técnico,450,,,,2022-06-20 00:00:00,2022-06-22 00:00:00,,2022-06-22 00:00:00
472,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,solved,urgent,problem,134,134,409,79,nota_fiscal atraso,1247,3820264430,,,2024-04-30 00:00:00,2024-05-07 00:00:00,2024-05-11 00:00:00,2024-05-06 00:00:00
473,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,closed,urgent,problem,189,189,417,251,falta_material,,47.476.291/2278-18,good,,2022-05-06 00:00:00,2022-05-16 00:00:00,2022-05-23 00:00:00,2022-05-07 00:00:00
474,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,solved,high,task,190,190,439,,digital devolução,1057,64.670.864/1231-86,,,2023-10-27 00:00:00,2023-10-27 00:00:00,2023-10-27 00:00:00,2023-11-02 00:00:00
475,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,normal,incident,352,352,459,285,material_danificado senha digital,616,6883058585,,,2023-06-21 00:00:00,2023-07-18 00:00:00,,2023-06-26 00:00:00
476,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,solved,high,incident,103,103,438,90,contrato digital,329,,,,2023-01-17 00:00:00,2023-02-09 00:00:00,2023-01-17 00:00:00,2023-01-22 00:00:00
477,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,pending,low,problem,380,380,416,211,acesso,151,99.885.659/6581-65,,,2024-01-25 00:00:00,2024-01-28 00:00:00,,2024-01-27 00:00:00
478,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,solved,high,problem,349,349,397,274,contrato suporte_técnico urgente falta_material,,,good,,2022-07-31 00:00:00,2022-08-08 00:00:00,2022-08-13 00:00:00,2022-08-01 00:00:00
479,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,high,problem,273,273,404,266,falta_material,512,,bad,Problema não resolvido,2022-01-26 00:00:00,2022-02-09 00:00:00,2022-02-05 00:00:00,2022-01-29 00:00:00
480,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,pending,low,incident,233,233,474,134,suporte_técnico boleto nota_fiscal pagamento,,,,,2023-10-31 00:00:00,2023-11-08 00:00:00,,2023-11-04 00:00:00
481,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,open,urgent,question,8,8,388,222,entrega nota_fiscal,552,81.367.521/2410-10,,,2024-05-08 00:00:00,2024-05-30 00:00:00,,2024-05-15 00:00:00
482,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,new,low,task,250,250,452,309,erro_sistema,,10.270.379/3537-12,,,2024-10-29 00:00:00,2024-11-15 00:00:00,,2024-10-30 00:00:00
483,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,solved,normal,question,172,172,409,135,plataforma suporte_técnico,,,,,2024-01-21 00:00:00,2024-01-23 00:00:00,2024-01-20 00:00:00,2024-01-22 00:00:00
484,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,open,high,incident,59,59,445,125,plataforma urgente acesso financeiro,541,32.206.237/2408-68,,,2023-03-15 00:00:00,2023-04-10 00:00:00,,2023-03-18 00:00:00
485,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,open,high,task,97,97,391,292,financeiro pagamento,1781,,,,2022-01-17 00:00:00,2022-02-12 00:00:00,,2022-01-22 00:00:00
486,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,new,high,problem,8,8,457,222,atraso,,,,,2024-07-08 00:00:00,2024-07-15 00:00:00,,2024-07-15 00:00:00
487,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,normal,incident,78,78,461,81,financeiro senha contrato,1086,25.142.297/4745-26,,,2022-09-28 00:00:00,2022-10-17 00:00:00,,2022-10-04 00:00:00
488,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,urgent,problem,264,264,384,271,erro_sistema senha plataforma,,48.386.509/9816-31,,,2023-10-29 00:00:00,2023-11-11 00:00:00,,2023-10-31 00:00:00
489,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,low,problem,159,159,419,,erro_sistema,,,,,2025-08-04 00:00:00,2025-08-09 00:00:00,,2025-08-09 00:00:00
490,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,high,question,265,265,382,307,pagamento material_danificado digital,1172,,,,2025-05-30 00:00:00,2025-06-01 00:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00
491,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,high,task,340,340,476,243,urgente,,,good,,2023-01-01 00:00:00,2023-01-16 00:00:00,2023-01-08 00:00:00,2023-01-03 00:00:00
492,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,normal,incident,192,192,457,193,pagamento,539,,,,2025-08-04 00:00:00,2025-08-19 00:00:00,2025-08-06 00:00:00,2025-08-05 00:00:00
493,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,normal,question,36,36,396,284,atraso acesso,,,good,,2025-07-11 00:00:00,2025-08-05 00:00:00,2025-08-02 00:00:00,2025-07-15 00:00:00
494,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,high,question,48,48,421,268,boleto,,85.312.170/3557-82,,,2024-06-21 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,2024-06-21 00:00:00
495,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,normal,task,6,6,434,95,financeiro,,9731933654,,,2023-09-30 00:00:00,2023-09-30 00:00:00,,2023-10-01 00:00:00
496,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,low,question,11,11,472,54,cancelamento contrato material_danificado,,,,,2024-05-30 00:00:00,2024-06-13 00:00:00,,2024-06-02 00:00:00
497,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,new,urgent,task,279,279,479,263,falta_material troca cancelamento,1056,88.793.808/2464-13,,,2025-09-21 00:00:00,2025-09-26 00:00:00,,2025-09-22 00:00:00
498,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,closed,normal,problem,66,66,384,56,pagamento cancelamento,,73.894.080/6299-69,good,,2024-06-30 00:00:00,2024-07-02 00:00:00,2024-07-03 00:00:00,2024-07-02 00:00:00
499,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,open,high,problem,109,109,412,188,pagamento urgente atraso,88,,,,2024-04-05 00:00:00,2024-04-11 00:00:00,,2024-04-07 00:00:00
500,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,normal,task,243,243,438,185,senha atraso,,02.868.725/8544-28,,,2022-02-04 00:00:00,2022-02-11 00:00:00,,2022-02-05 00:00:00
501,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,low,problem,140,140,455,280,troca,,,,,2025-11-17 00:00:00,2025-12-01 00:00:00,2025-11-28 00:00:00,2025-11-20 00:00:00
502,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,open,low,problem,277,277,459,1,urgente financeiro senha devolução,,75.264.709/1777-90,,,2023-07-19 00:00:00,2023-07-26 00:00:00,,2023-07-21 00:00:00
503,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,open,low,problem,57,57,411,,devolução pagamento atraso plataforma,1634,,,,2022-10-08 00:00:00,2022-10-14 00:00:00,,2022-10-12 00:00:00
504,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,open,high,incident,26,26,390,52,contrato digital urgente plataforma,,4508527317,,,2024-08-05 00:00:00,2024-09-03 00:00:00,,2024-08-06 00:00:00
505,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,solved,low,incident,342,342,398,236,troca boleto contrato,935,,,,2023-01-24 00:00:00,2023-02-04 00:00:00,2023-01-30 00:00:00,2023-01-24 00:00:00
